Scrip Code,Scrip Id,Scrip Name,Status,Group,Face Value,ISIN No,Industry,Instrument
509870,SHAHCON,SHAH CONSTRUCTION CO.LTD.,Active,T ,100.00,NA          ,Realty,Equity
509874,SHALMPAI,SHALIMAR PAINTS LTD.-$,Active,B ,2.00,INE849C01026,Furniture-Furnishing-Paints,Equity
509887,SINNAR,SINNAR BIDI UDYOG LTD.,Active,T ,10.00,INE896E01015,Cigarettes-Tobacco Products,Equity
509895,HINDMILL,HINDOOSTAN MILLS LTD.,Active,B ,10.00,INE832D01020,Textiles,Equity
509910,ZSOUTGAS,SOUTHERN GAS LTD.,Active,T ,100.00,,Commodity Chemicals,Equity
509930,SUPREMEIND,SUPREME INDUSTRIES LTD.,Active,B ,2.00,INE195A01028,Plastic Products,Equity
509945,THACKER,THACKER &amp; CO.LTD.,Active,T ,1.00,INE077P01034,Other Financial Services,Equity
509953,TRADWIN,TRADE WINGS LTD.,Active,T ,10.00,INE961E01017,Travel Support Services,Equity
509960,UPHOT,U.P.HOTELS LTD.,Active,T ,10.00,INE726E01014,Hotels,Equity
509966,VST,VST INDUSTRIES LTD.,Active,B ,10.00,INE710A01016,Cigarettes-Tobacco Products,Equity
509992,UBENG,UB ENGINEERING LTD.,Active,T ,10.00,INE328C01013,Construction &amp; Engineering,Equity
510245,SWASTIVI,SWASTI VINAYAKA SYNTHETICS LTD.,Active,B ,1.00,INE804A01025,Comm.Trading  &amp; Distribution,Equity
511000,MADHUSE,MADHUSUDAN SECURITIES LTD.,Active,T ,10.00,INE856D01011,Finance (including NBFCs),Equity
511012,YAMNINV,YAMINI INVESTMENTS COMPANY LTD.,Active,T ,10.00,INE457N01017,Investment Companies,Equity
511016,PREMCAP,PREMIER CAPITAL SERVICES LTD.,Active,T ,1.00,INE946K01023,Other Elect.Equip./ Prod.,Equity
511024,ZSUBWAYF,SUBWAY FINANCE &amp; INVESTMENT CO.LTD.,Active,T ,10.00,INE033F01012,Misc.Commercial Services,Equity
511034,JINDRILL,JINDAL DRILLING &amp; INDUSTRIES LTD.,Active,B ,5.00,INE742C01031,Exploration &amp; Production,Equity
511038,ZARCOLEA,ARCO LEASING LTD.,Active,T ,10.00,NA          ,Finance (including NBFCs),Equity
511060,JUMBFNL,JUMBO FINANCE LTD.,Active,T ,10.00,INE122N01017,Misc.Commercial Services,Equity
511064,EINSEDUTEC,EINS EDUTECH LTD.,Active,T ,10.00,INE099M01019,Education,Equity
511066,SAKTHIFI,SAKTHI FINANCE LTD.,Active,B ,10.00,INE302E01014,Finance (including NBFCs),Equity
511072,DHFL,DEWAN HOUSING FINANCE CORPORATION LTD.,Active,B ,10.00,INE202B01012,Housing Finance ,Equity
511074,WEIZFIN,WEIZMANN FINCORP LTD.,Active,T ,10.00,INE407F01018,Finance (including NBFCs),Equity
511076,SATINDLTD,SAT INDUSTRIES LTD.-$,Active,T ,2.00,INE065D01027,Comm.Trading  &amp; Distribution,Equity
511082,MAAJTL,Maa Jagdambe Tradelinks Limited,Active,T ,2.00,INE403N01029,Comm.Trading  &amp; Distribution,Equity
511092,JMDTELEFILM,JMD TELEFILMS INDUSTRIES LTD.,Active,B ,1.00,INE047E01023,Movies &amp; Entertainment,Equity
511096,TVOLCON,TIVOLI CONSTRUCTION LTD.,Active,T ,10.00,NA          ,Realty,Equity
511108,SHIVATEX,SHIVA TEXYARN LTD.,Active,T ,10.00,INE705C01012,Textiles,Equity
511110,VBDESAI,V.B.DESAI FINANCIAL SERVICES LTD.,Active,B ,10.00,INE848D01018,Finance (including NBFCs),Equity
511114,VALUEMAR,VALUEMART RETAIL SOLUTIONS LTD ,Active,B ,10.00,INE800F01014,Housing Finance ,Equity
511116,QUADRANT,Quadrant Televentures Limited-$,Active,T ,10.00,INE527B01012,Other Telecom Services,Equity
511122,1STCUS,FIRST CUSTODIAN FUND (INDIA) LTD.,Active,T ,10.00,INE609B01018,Finance (including NBFCs),Equity
511128,GALAXCP,GALAXY CONSOLIDATED FINANCE LTD.,Active,T ,10.00,NA          ,Other Agricultural Products,Equity
511131,KAMANWALA,KAMANWALA HOUSING CONSTRUCTION LTD.,Active,B ,10.00,INE344D01018,Realty,Equity
511138,KOTHARIFIN,KOTHARI WORLD FINANCE LTD.,Active,T ,10.00,INE988F01017,Finance (including NBFCs),Equity
511139,BAJRFIN,BAJRANG FINANCE LTD.,Active,T ,10.00,INE507J01017,Misc.Commercial Services,Equity
511144,ASYAINFO,Asya Infosoft Limited,Active,B ,10.00,INE520G01016,IT Consulting &amp; Software,Equity
511147,WSFIN,WALL STREET FINANCE LTD.,Active,T ,10.00,INE549D01012,Finance (including NBFCs),Equity
511149,REMITR,REMI SECURITIES LTD.,Active,T ,10.00,INE592J01019,Misc.Commercial Services,Equity
511153,RAASIENT,RAASI ENTERPRISES LTD.,Active,T ,10.00,INE096I01013,Misc.Commercial Services,Equity
511169,HIMALFD,HIMALCHULI FOOD PRODUCTS LTD.,Active,T ,10.00,INE652N01015,Finance (including NBFCs),Equity
511176,PARSHWANA,PARSHWANATH CORPORATION LTD.,Active,T ,10.00,INE635I01018,Realty,Equity
511185,SURYAKR,SURYAKRIPA FINANCE LTD.,Active,T ,10.00,INE381N01019,Finance (including NBFCs),Equity
511187,MAHAINV,MAHAMAYA INVESTMENTS LTD.,Active,T ,10.00,INE570N01017,Misc.Commercial Services,Equity
511196,CANFINHOME,CAN FIN HOMES LTD.,Active,B ,10.00,INE477A01012,Housing Finance ,Equity
511200,MUNCAPM,MUNOTH CAPITAL MARKET LTD.,Active,T ,5.00,INE910G01027,Misc.Commercial Services,Equity
511208,ILFSVC,IL&amp;FS INVESTMENT MANAGERS LTD.,Active,B ,2.00,INE050B01023,Asset Management Cos.,Equity
511210,BASILINF,BASIL INFRASTRUCTURE PROJECTS LTD.,Active,T ,10.00,INE465D01011,Finance (including NBFCs),Equity
511218,STFC,SHRIRAM TRANSPORT FINANCE CO.LTD.,Active,A ,10.00,INE721A01013,Finance (including NBFCs),Equity
511243,CHOLAFIN,Cholamandalam Investment and Finance Company Ltd,Active,B ,10.00,INE121A01016,Finance (including NBFCs),Equity
511246,WHITELIO,WHITE LION ASIA LTD.,Active,T ,1.00,INE910D01024,Finance (including NBFCs),Equity
511254,SAGARSYST,SAGAR SYSTECH LTD.,Active,T ,10.00,,Finance (including NBFCs),Equity
511272,CFLCAP,CFL CAPITAL FINANCIAL SERVICES LTD.,Active,T ,10.00,INE481A01014,Other Financial Services,Equity
511276,MEFCOM,MEFCOM AGRO INDUSTRIES LTD.,Active,B ,10.00,INE188C01011,Other Agricultural Products,Equity
511288,GRUHFIN,GRUH FINANCE LTD.,Active,B ,2.00,INE580B01029,Housing Finance ,Equity
511306,PALCRED,PAL CREDIT &amp; CAPITAL LTD.,Active,B ,1.00,INE983B01025,Finance (including NBFCs),Equity
511333,VLSFIN,VLS FINANCE LTD.,Active,T ,10.00,INE709A01018,Other Financial Services,Equity
511355,INDCEMCAP,INDIA CEMENTS CAPITAL LTD.,Active,T ,10.00,INE429D01017,Finance (including NBFCs),Equity
511357,KAILASH,KAILASH AUTO FINANCE LTD.,Active,B ,1.00,INE410O01022,Misc.Commercial Services,Equity
511359,ADMANUM,AD-MANUM FINANCE LTD.,Active,B ,10.00,INE556D01017,Finance (including NBFCs),Equity
511361,VISHWAFIN,Vishwamitra Financial Services Limited,Active,T ,10.00,INE002I01011,Finance (including NBFCs),Equity
511367,MEGLON,MEGLON INFRA-REAL (INDIA) LTD.,Active,B ,10.00,INE218B01018,Finance (including NBFCs),Equity
511369,FIRFIN,FIRST FINANCIAL SERVICES LTD.,Active,T ,1.00,INE141N01025,Finance (including NBFCs),Equity
511377,MEHIF,MEHTA INTEGRATED FINANCE LTD.,Active,T ,10.00,INE240B01012,Finance (including NBFCs),Equity
511389,VIDEOCON,VIDEOCON INDUSTRIES LTD.,Active,A ,10.00,INE703A01011,Consumer Electronics,Equity
511391,INTRGLB,INTER GLOBE FINANCE LTD.,Active,T ,10.00,INE661M01016,Finance (including NBFCs),Equity
511393,DFLINFRA,DFL INFRASTRUCTURE FINANCE LTD.,Active,B ,10.00,INE071C01019,Finance (including NBFCs),Equity
511395,BALATECGL,BALA TECHNO GLOBAL LTD.,Active,B ,10.00,INE652B01018,Comm.Trading  &amp; Distribution,Equity
511401,MUNOTHI,MUNOTH INVESTMENTS LTD.,Active,B ,10.00,INE410E01015,Other Financial Services,Equity
511411,SHRISTI,SHRISTI INFRASTRUCTURE DEVELOPMENT CORPORATION LTD.,Active,T ,10.00,INE472C01027,Construction &amp; Engineering,Equity
511413,SHARYANR,SHARYANS RESOURCES LTD.,Active,B ,10.00,INE559D01011,Misc.Commercial Services,Equity
511421,PINEANIM,Pine Animation Limited,Active,B ,1.00,INE452N01026,Misc.Commercial Services,Equity
511427,ATN,ATN INTERNATIONAL LTD.,Active,T ,4.00,INE803A01027,Movies &amp; Entertainment,Equity
511431,VAKRANGEE,Vakrangee Limited-$,Active,B ,1.00,INE051B01021,BPO/KPO,Equity
511433,INSTAF,Insta Finance Limited,Active,T ,5.00,INE592M01021,Misc.Commercial Services,Equity
511441,GUJCRED,GUJARAT CREDIT CORPORATION LTD.,Active,T ,10.00,INE034B01019,Other Financial Services,Equity
511447,SYLPH,SYLPH TECHNOLOGIES LTD.,Active,B ,10.00,INE706F01013,Internet Software &amp; Services,Equity
511451,DHARFIN,DHARANI FINANCE LTD.,Active,T ,10.00,INE899D01011,Finance (including NBFCs),Equity
511463,RUDRAKSH,RUDRAKSH CAP-TECH LTD.,Active,T ,10.00,INE191N01012,Finance (including NBFCs),Equity
511473,INDBNKME,INDBANK MERCHANT BANKING SERVICES LTD.,Active,T ,10.00,INE841B01017,Other Financial Services,Equity
511489,GANDLEA,GANDHINAGAR LEASING &amp; FINANCE LTD.,Active,Z ,10.00,INE202J01015,Finance (including NBFCs),Equity
511493,VCKCAP,VCK CAPITAL MARKET SERVICES LTD.,Active,T ,10.00,INE488C01015,Finance (including NBFCs),Equity
511501,BHARAT,BHARAT BHUSHAN SHARE &amp; COMMODITY BROKERS LTD.,Active,B ,10.00,INE900A01013,Other Financial Services,Equity
511503,SECEARTH,SECURE EARTH TECHNOLIGIES LTD.,Active,B ,10.00,INE160B01038,IT Software Products,Equity
511505,CAPITALT,CAPITAL TRUST LTD.,Active,B ,10.00,INE707C01018,Finance (including NBFCs),Equity
511507,USHAKIRA,USHAKIRAN FINANCE LTD.,Active,T ,10.00,INE697C01011,Finance (including NBFCs),Equity
511509,VIVOBIOT,VIVO BIO TECH LTD.,Active,T ,10.00,INE380K01017,Biotechnology,Equity
511523,VEERHEALTH,Veerhealth Care Limited,Active,T ,1.00,INE882C01027,Pharmaceuticals,Equity
511525,PANINDIAC,PAN INDIA CORPORATION LTD.,Active,T ,10.00,INE376A01032,IT Software Products,Equity
511533,SAHARAHOUS,SAHARA HOUSINGFINA CORPORATION LTD.,Active,B ,10.00,INE135C01012,Housing Finance ,Equity
511535,NDASEC,NDA SECURITIES LTD.,Active,B ,10.00,INE026C01013,Other Financial Services,Equity
511539,SUPRATRE,Supra Trends Limited,Active,T ,10.00,INE533B01010,Other Financial Services,Equity
511543,GSBFIN,GSB FINANCE LTD.,Active,T ,10.00,INE777C01011,Finance (including NBFCs),Equity
511549,MORARKFI,MORARKA FINANCE LTD.,Active,T ,10.00,INE367A01015,Finance (including NBFCs),Equity
511551,NETWORTH,NETWORTH STOCK BROKING LTD.,Active,B ,10.00,INE903D01011,Other Financial Services,Equity
511557,PROFINC,PRO FIN CAPITAL SERVICES LTD.,Active,T ,10.00,INE732K01019,Misc.Commercial Services,Equity
511559,TIMESGUR,TIMES GUARANTY LTD.,Active,B ,10.00,INE289C01025,Finance (including NBFCs),Equity
511571,SODFC,SOM DATT FINANCE CORPORATION LTD.,Active,T ,10.00,INE754C01010,Finance (including NBFCs),Equity
511577,SAVFI,SAVANI FINANCIALS LTD.,Active,T ,10.00,INE304E01010,Finance (including NBFCs),Equity
511585,REGTRUS,REGENCY TRUST LTD.,Active,T ,10.00,INE425F01010,Finance (including NBFCs),Equity
511589,AVONMORE,Avonmore Capital &amp; Management Services Limited,Active,T ,10.00,INE323B01016,Finance (including NBFCs),Equity
511593,LIBORDFIN,Libord Finance Ltd,Active,T ,10.00,INE212B01011,Finance (including NBFCs),Equity
511597,PALSOFT,PALSOFT INFOSYSTEMS LTD.,Active,T ,10.00,INE969B01016,Finance (including NBFCs),Equity
511601,YASHMGM,YASH MANAGEMENT &amp; SATELLITE LTD.,Active,T ,10.00,INE216B01012,Finance (including NBFCs),Equity
511605,ARIHCAPM,ARIHANT CAPITAL MARKETS LTD.,Active,B ,5.00,INE420B01028,Other Financial Services,Equity
511607,BIRSHLEDU,BIRLA SHLOKA EDUTECH LTD.,Active,T ,10.00,INE814E01018,IT Training Services,Equity
511609,ISLCONSUL,ISL CONSULTING LTD.,Active,B ,10.00,INE569B01014,Finance (including NBFCs),Equity
511611,DCMFIN,DCM FINANCIAL SERVICES LTD.,Active,T ,10.00,INE891B01012,Finance (including NBFCs),Equity
511618,JIKINDS,JIK INDUSTRIES LTD.,Active,T ,10.00,INE026B01049,Comm.Trading  &amp; Distribution,Equity
511626,RRFIN,RR FINANCIAL CONSULTANTS LTD.,Active,B ,10.00,INE229D01011,Finance (including NBFCs),Equity
511628,IMCAP,IM+ Capitals Limited,Active,T ,10.00,INE417D01012,Finance (including NBFCs),Equity
511630,PEARLENE,SAMBHAAV MEDIA LTD.,Active,B ,1.00,INE699B01027,Publishing,Equity
511634,DUGARHOU,DUGAR HOUSING DEVELOPMENTS LTD.,Active,T ,10.00,INE919M01018,Construction &amp; Engineering,Equity
511636,DJSSS,DJS STOCK &amp; SHARES LTD.,Active,T ,1.00,INE234E01027,Other Financial Services,Equity
511638,MADHURC,MADHUR CAPITAL &amp; FINANCE LTD.,Active,B ,10.00,INE107C01011,Finance (including NBFCs),Equity
511640,SANGHCO,SANGHI CORPORATE SERVICES LTD.,Active,T ,10.00,INE998M01012,Finance (including NBFCs),Equity
511642,WISEC,WISEC GLOBAL LTD.,Active,T ,10.00,INE638C01015,Finance (including NBFCs),Equity
511644,OMEGAIN,OMEGA INTERACTIVE TECHNOLOGIES LTD.,Active,B ,10.00,INE113B01029,IT Software Products,Equity
511652,GEMOIL,GEMMIA OILTECH (INDIA) LTD.,Active,B ,10.00,INE736I01014,Oil Equipment &amp; Services,Equity
511654,SUGALDAM,SUGAL &amp; DAMANI SHARE BROKERS LTD.,Active,B ,10.00,INE309D01011,Finance (including NBFCs),Equity
511658,NETTLINX,NETTLINX LTD.,Active,T ,10.00,INE027D01019,IT Software Products,Equity
511660,PREMCAPM,PREMIUM CAPITAL MARKET &amp; INVESTMENTS LTD.,Active,T ,10.00,INE555D01019,Finance (including NBFCs),Equity
511664,BGIL,BGIL FILMS &amp; TECHNOLOGIES LTD.,Active,T ,10.00,INE443D01018,Movies &amp; Entertainment,Equity
511668,FACTENT,FACT ENTERPRISE LTD.,Active,Z ,10.00,INE923D01019,Construction &amp; Engineering,Equity
511672,CLARUS,CLARUS FINANCE &amp; SECURITIES LTD.,Active,T ,10.00,INE099G01011,Finance (including NBFCs),Equity
511676,GICHF,GIC HOUSING FINANCE LTD.,Active,B ,10.00,INE289B01019,Housing Finance ,Equity
511682,IFLPROMOT,IFL PROMOTERS LTD.,Active,B ,1.00,INE326D01031,Finance (including NBFCs),Equity
511688,MATHEWE,MATHEW EASOW RESEARCH SECURITIES LTD.,Active,B ,10.00,INE963B01019,Finance (including NBFCs),Equity
511690,WARNER,WARNER MULTIMEDIA LTD.,Active,T ,10.00,INE407B01017,Finance (including NBFCs),Equity
511692,AJCON,AJCON GLOBAL SERVICES LTD.,Active,B ,10.00,INE759C01019,Other Financial Services,Equity
511696,CHRTEDCA,CHARTERED CAPITAL &amp; INVESTMENT LTD.,Active,B ,10.00,INE953B01010,Other Financial Services,Equity
511698,BHAGYFN,BHAGYASHREE LEASING &amp; FINANCE LTD.,Active,T ,10.00,INE655F01012,Misc.Commercial Services,Equity
511700,STANCAP,STANDARD CAPITAL MARKETS LTD.,Active,T ,10.00,INE625D01010,Finance (including NBFCs),Equity
511702,PARSHINV,PARSHARTI INVESTMENT LTD.,Active,B ,10.00,INE290E01011,Finance (including NBFCs),Equity
511706,ACTIONFI,ACTION FINANCIAL SERVICES (INDIA) LTD.,Active,T ,10.00,INE357A01032,Other Financial Services,Equity
511710,CUBIFIN,CUBICAL FINANCIAL SERVICES LTD.,Active,B ,2.00,INE717D01023,Finance (including NBFCs),Equity
511712,RELICTEC,RELIC TECHNOLOGIES LTD.,Active,T ,10.00,INE452B01013,Other Financial Services,Equity
511714,NIMBSPROJ,NIMBUS PROJECTS LTD.,Active,B ,10.00,INE875B01015,Realty,Equity
511716,ESCORTSF,ESCORTS FINANCE LTD.,Active,T ,10.00,INE359A01012,Finance (including NBFCs),Equity
511720,CAPMANFI,CAPMAN FINANCIALS LTD.,Active,T ,10.00,INE862D01019,Finance (including NBFCs),Equity
511724,BALFC,BAID LEASING AND FINANCE CO.LTD.,Active,B ,10.00,INE020D01014,Finance (including NBFCs),Equity
511726,VIPUL,VIPUL LTD.,Active,T ,1.00,INE946H01037,Realty,Equity
511728,KZLFIN,K.Z.LEASING &amp; FINANCE LTD.,Active,B ,10.00,INE006C01015,Finance (including NBFCs),Equity
511730,TRCFIN,TRC FINANCIAL SERVICES LTD.,Active,B ,10.00,INE759D01017,Finance (including NBFCs),Equity
511734,PASUFIN,PASUPATI FINCAP LTD.,Active,T ,10.00,INE527C01010,Finance (including NBFCs),Equity
511736,USHDI,USHDEV INTERNATIONAL LTD.,Active,B ,10.00,INE981D01017,Comm.Trading  &amp; Distribution,Equity
511738,MEHSECU,MEHTA SECURITIES LTD.,Active,T ,10.00,INE241B01010,Other Financial Services,Equity
511740,MEHTAHG,MEHTA HOUSING FINANCE LTD.,Active,T ,10.00,INE239B01014,Housing Finance ,Equity
511742,CHOKSEC,CHOKHANI SECURITIES LTD.,Active,B ,10.00,INE583D01011,Finance (including NBFCs),Equity
511754,SAHLIBHFI,SHALIBHADRA FINANCE LTD.,Active,B ,10.00,INE861D01011,Finance (including NBFCs),Equity
511756,ABIRAFN,ABIRAMI FINANCIAL SERVICES (INDIA) LTD.,Active,T ,10.00,INE195I01013,Finance (including NBFCs),Equity
511760,SEVENHILL,Seven Hill Industries Limited,Active,B ,10.00,INE518D01017,Finance (including NBFCs),Equity
511764,UPASAFN,UPASANA FINANCE LTD.,Active,T ,10.00,INE819K01014,Finance (including NBFCs),Equity
511766,MUTHTFN,MUTHOOT CAPITAL SERVICES LTD.,Active,B ,10.00,INE296G01013,Finance (including NBFCs),Equity
511768,MASTERTR,MASTER TRUST LTD.,Active,T ,10.00,INE677D01011,Finance (including NBFCs),Equity
512008,AMANITRA,AMANI TRADING &amp; EXPORTS LTD.,Active,T ,10.00,INE886D01018,Comm.Trading  &amp; Distribution,Equity
512014,SOBME,SOBHAGYA MERCHANTILE LTD.,Active,T ,10.00,INE754D01018,Misc.Commercial Services,Equity
512017,ZEXDONTR,EXDON TRADING CO.LTD.,Active,T ,10.00,INE204I01013,Comm.Trading  &amp; Distribution,Equity
512018,CNIRESLTD,CNI RESEARCH LTD.,Active,T ,1.00,INE135H01029,Internet Software &amp; Services,Equity
512020,ZSARACOM,SARASWATI COMMERCIAL (INDIA) LTD.,Active,T ,10.00,INE967G01019,Finance (including NBFCs),Equity
512022,WINROC,WINRO COMMERCIAL (INDIA) LTD.,Active,T ,10.00,INE837E01019,Other Financial Services,Equity
512024,NDMETAL,N.D.METAL INDUSTRIES LTD.,Active,T ,10.00,INE643D01013,Copper,Equity
512025,INERTIAST,INERTIA STEEL LTD.,Active,T ,10.00,INE767M01011,Misc.Commercial Services,Equity
512026,PHTRADING,PH TRADING LTD.,Active,T ,10.00,INE603D01017,Comm.Trading  &amp; Distribution,Equity
512036,KAPILCO,KAPIL COTEX LTD.,Active,T ,10.00,INE393H01016,Textiles,Equity
512038,ASWTR,AASWA TRADING &amp; EXPORTS LTD.,Active,T ,10.00,INE887D01016,Comm.Trading  &amp; Distribution,Equity
512047,ROYALIND,Royal India Corporation Limited,Active,B ,10.00,INE510H01015,Other Apparels &amp; Accessories,Equity
512048,SMIL,SPLASH MEDIA &amp; INFRA LTD.,Active,B ,1.00,INE195E01020,Realty,Equity
512062,ZSANMCOM,SANMITRA COMMERCIAL LTD.,Active,T ,10.00,INE896J01014,Misc.Commercial Services,Equity
512063,AYOME,AYOKI MERCANTILE LTD.,Active,T ,10.00,INE048E01013,Comm.Trading  &amp; Distribution,Equity
512064,VISTR,VISHVPRABHA TRADING LTD.,Active,T ,10.00,INE762D01011,Misc.Commercial Services,Equity
512065,MRUTR,MRUGESH TRADING LTD.,Active,T ,10.00,INE738D01011,Finance (including NBFCs),Equity
512067,VISJYTR,VISHVJYOTI TRADING LTD.,Active,T ,1.00,INE025N01020,Other Financial Services,Equity
512068,DECNGOLD,DECCAN GOLD MINES LTD.,Active,B ,1.00,INE945F01025,Other Non-Ferrous Metals,Equity
512070,UPL,UPL Limited,Active,A ,2.00,INE628A01036,Agrochemicals,Equity
512075,SUCHTRD,SUCHAK TRADING LTD.,Active,B ,10.00,INE035G01015,Other Financial Services,Equity
512091,ANSHNCO,ANSHUNI COMMERCIALS LTD.,Active,T ,10.00,INE425H01016,Other Apparels &amp; Accessories,Equity
512093,CRANES,CRANES SOFTWARE INTERNATIONAL LTD.,Active,B ,2.00,INE234B01023,IT Software Products,Equity
512097,SAICOM,Saianand Commercial Ltd,Active,T ,10.00,INE092G01016,Comm.Trading  &amp; Distribution,Equity
512099,PUNITCO,PUNIT COMMERCIALS LTD.,Active,T ,10.00,INE750G01019,Other Apparels &amp; Accessories,Equity
512101,TRIPR,TRIOCHEM PRODUCTS LTD.,Active,T ,10.00,INE331E01013,Pharmaceuticals,Equity
512103,NIDHGRN,NIDHI GRANITES LTD.,Active,T ,10.00,INE276H01013,Construction Materials,Equity
512105,SHRENTH,SHREE NATH COMMERCIAL &amp; FINANCE LTD.,Active,T ,10.00,INE490J01032,Misc.Commercial Services,Equity
512109,AVIVA,AVIVA INDUSTRIES LTD.,Active,T ,10.00,INE461H01011,Comm.Trading  &amp; Distribution,Equity
512113,KELVINFIN,Kelvin Fincap Ltd,Active,T ,5.00,INE232N01022,Other Financial Services,Equity
512117,TWIROST,TWIN ROSES TRADES &amp; AGENCIES LTD.,Active,T ,10.00,NA          ,Misc.Commercial Services,Equity
512121,DELINFRA,Delma Infrastructure Limited,Active,T ,10.00,NA          ,Other Financial Services,Equity
512129,JAYAMEL,JAYANT MERCANTILE CO.LTD.,Active,B ,1.00,INE789G01025,Finance (including NBFCs),Equity
512131,SIGNET,Signet Industries Limited,Active,B ,10.00,INE529F01019,Plastic Products,Equity
512135,ENSSI,ENSA STEEL INDUSTRIES LTD.,Active,B ,10.00,INE322C01016,Iron &amp; Steel/Interm.Products,Equity
512149,AVANCE,AVANCE TECHNOLOGIES LTD.,Active,T ,1.00,INE758A01049,IT Software Products,Equity
512153,SPECMKT,SPECULAR MARKETING &amp; FINANCING LTD.,Active,T ,10.00,NA          ,Misc.Commercial Services,Equity
512157,TERRAREAL,Terraform Realstate Limited,Active,T ,10.00,NA          ,Misc.Commercial Services,Equity
512161,8KMILES,8K MILES SOFTWARE SERVICES LTD.,Active,B ,10.00,INE650K01013,Internet Software &amp; Services,Equity
512163,EXTCO,EXTOL COMMERCIAL LTD.,Active,T ,10.00,INE670D01016,Misc.Commercial Services,Equity
512165,MATRUTR,MATRU-SMRITI TRADERS LTD.,Active,T ,10.00,INE365O01010,Finance (including NBFCs),Equity
512167,MATRAREAL,MATRA REALTY LTD.,Active,B ,5.00,INE190E01021,Finance (including NBFCs),Equity
512169,CAPRICORN,CAPRICORN SYSTEMS GLOBAL SOLUTIONS LTD.,Active,T ,10.00,INE968E01012,Misc.Commercial Services,Equity
512175,VAMA,VAMA INDUSTRIES LTD.,Active,T ,10.00,INE685D01014,IT Consulting &amp; Software,Equity
512179,SUNTECK,SUNTECK REALTY LTD.,Active,B ,2.00,INE805D01026,Realty,Equity
512191,MISHKAFIN,MISHKA FINANCE AND TRADING LTD.,Active,T ,1.00,INE231N01024,Other Financial Services,Equity
512195,BENTCOM,BENTLEY COMMERCIAL ENTERPRISES LTD.,Active,T ,10.00,INE496M01017,Misc.Commercial Services,Equity
512197,SILVERO,SILVER OAK COMMERCIAL LTD.,Active,T ,10.00,INE798C01017,Finance (including NBFCs),Equity
512199,COREEDUTEC,CORE Education &amp; Technologies Ltd,Active,B ,2.00,INE247G01024,IT Software Products,Equity
512207,EFFTXT,Effingo Textile &amp; Trading Limited,Active,T ,1.00,INE907N01029,Textiles,Equity
512213,CLASELE,CLASSIC ELECTRICALS LTD.,Active,T ,10.00,NA          ,Comm.Trading  &amp; Distribution,Equity
512215,VORACON,VORA CONSTRUCTIONS LTD.,Active,T ,10.00,INE902L01016,Other Financial Services,Equity
512217,PRISMMEDI,PRISM MEDICO AND PHARMACY LTD.,Active,T ,10.00,INE730E01016,Finance (including NBFCs),Equity
512219,FINAVENT,FINAVENTURE CAPITAL LTD.,Active,B ,10.00,INE128B01019,Other Financial Services,Equity
512221,TARCF,TARRIF CINE &amp; FINANCE LTD.,Active,T ,10.00,INE177E01010,Finance (including NBFCs),Equity
512229,VERITAS,VERITAS (INDIA) LTD.,Active,T ,1.00,INE379J01029,Consulting Services,Equity
512233,JAYTEX,JAYBHARAT TEXTILES &amp; REAL ESTATE LTD.,Active,T ,2.00,INE091E01039,Textiles,Equity
512237,JAICORP,JAI CORP LTD.,Active,B ,1.00,INE070D01027,Iron &amp; Steel/Interm.Products,Equity
512245,ZNIVITRD,NIVI TRADING LTD.,Active,T ,10.00,INE552F01011,Misc.Commercial Services,Equity
512247,ASHCAP,ASHIRWAD CAPITAL LTD.,Active,B ,1.00,INE894A01026,Other Financial Services,Equity
512253,MEUSEKARA,MEUSE KARA &amp; SUNGRACE MAFATLAL LTD.,Active,B ,10.00,INE756D01013,Comm.Trading  &amp; Distribution,Equity
512257,SVARTCORP,Swasti Vinayaka Art And Heritage Corporation Ltd,Active,T ,1.00,INE895A01023,Diversified,Equity
512261,BAJGLOB,BAJAJ GLOBAL LTD.,Active,T ,10.00,INE553H01015,Comm.Trading  &amp; Distribution,Equity
512267,MEDIAMAT,MEDIA MATRIX WORLDWIDE LTD.,Active,T ,1.00,INE200D01020,Movies &amp; Entertainment,Equity
512271,TASHIND,TASHI INDIA LTD.,Active,T ,10.00,INE552H01017,Misc.Commercial Services,Equity
512273,ARONICOMM,ARONI COMMERCIALS LTD.-$,Active,T ,10.00,INE484B01016,Commodity Chemicals,Equity
512277,AUTOINT,AUTORIDERS INTERNATIONAL LTD.,Active,T ,10.00,NA          ,Transportation - Logistics,Equity
512279,NNTL,N2N Technologies Limited,Active,T ,10.00,INE043F01011,Misc.Commercial Services,Equity
512285,YUVINTL,YUVRAJ INTERNATIONAL LTD.,Active,T ,10.00,NA          ,Comm.Trading  &amp; Distribution,Equity
512289,AGEEGOLD,SHIRPUR GOLD REFINERY LTD.,Active,B ,10.00,INE196B01016,Other Non-Ferrous Metals,Equity
512291,ZSPEEDCO,SPEEDAGE COMMERCIALS LTD.,Active,T ,10.00,INE497M01015,Other Financial Services,Equity
512296,BHAGYAIND,BHAGYANAGAR INDIA LTD.,Active,B ,2.00,INE458B01028,Telecom Cables,Equity
512297,WHELTEX,WHEEL &amp; AXLE TEXTILES LTD.,Active,T ,10.00,INE408F01016,Industrial Machinery,Equity
512299,STERLINBIO,STERLING BIOTECH LTD.,Active,B ,1.00,INE324C01038,Commodity Chemicals,Equity
